Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
55,10,156.2721,112,174,Blaster,Balanced,0.9567764,0.3184713,3.4586,0.4662141,3.163656,11.32041,2.47716,8.713158,-0.8198771,3.305924,2.310485,6.939215,1.093994,5.889444,-2.475712,0.3500253,-3.392854,-0.7278345,1.973275,0.3334095,-2.196424,-0.9275134,2.21396,0.8254172,-1.262853,0.09188344,-2.932193,1.635099,1.262643,0.2342729,-0.520438,2.337592,-0.214697,2.232655,
56,10,149.0569,192,8,Laser,Player,-1.262947,0.2115285,0.9887394,0.3202082,-2.811806,5.967372,-3.391475,3.586343,-1.988563,2.828524,2.753396,7.340677,-3.558235,2.969422,0.3075706,0.5192137,1.400011,-0.3140197,-1.713313,-0.1136707,0.3526149,-0.8712264,3.911201,0.8784465,-3.133036,-0.14069,-0.4566464,2.356279,-4.048929,0.07500509,-2.372583,1.779567,-0.2408508,2.200383,
57,10,157.4053,54,99,Balanced,Balanced,-1.423898,0.2048953,0.7332767,0.3064687,-0.8348864,7.720123,2.804725,9.09108,-2.863837,2.523924,3.495034,8.027222,-1.042412,4.313052,1.119342,0.5695059,2.435316,-0.1931291,2.228553,0.3614642,1.714896,-0.8279654,-4.936755,0.441719,-1.335374,0.08288766,0.4416491,2.675596,2.595637,0.2992041,-2.589228,1.717983,0.4778095,3.086153,
58,10,157.3726,169,29,Blaster,Ice,0.04213626,0.2710176,0.6708564,0.303162,1.193614,9.610784,0.3503007,6.443574,-2.686969,2.58192,0.3604338,5.30533,-1.480267,4.039136,-0.8539559,0.4468295,-3.209028,-0.7168469,-0.9779916,-0.02224528,-0.0602558,-0.8823696,-0.3014039,0.7159885,2.302353,0.4913164,1.844271,3.234028,3.070209,0.3246578,1.983507,3.107449,2.026085,4.417544,
59,10,200.5943,34,105,Lightning,Lightning,-0.2529005,0.2566936,-2.166654,0.1762936,5.333443,12.87094,2.973577,9.287766,4.614342,6.383211,0.5667572,5.465386,-0.3632218,4.772,-1.111321,0.4309858,0.07291155,-0.4549194,1.153912,0.2394956,-1.648547,-0.9177481,-1.086254,0.6744621,-1.958372,0.00520348,2.492185,3.514658,1.822412,0.2603025,2.740726,3.324471,-1.817624,0.6985959,
60,10,153.513,5,42,Blaster,Balanced,0.2291206,0.2803513,-0.1130794,0.2634197,2.596221,10.85196,1.121877,7.222431,-1.444479,3.040584,0.7174193,5.584401,1.524601,6.250647,1.072378,0.5666251,-1.314575,-0.5812324,-3.400705,-0.3141004,0.3348274,-0.8717245,-0.9080824,0.6841651,2.282574,0.4894385,-2.164518,1.83433,-0.9102421,0.1508999,0.7219087,2.724986,1.730812,4.247581,
61,10,151.8945,131,128,Balanced,Blaster,2.275709,0.3938702,-1.148775,0.2163282,-2.046479,6.622209,-1.293816,4.99464,-2.822515,2.537315,-1.668878,3.926468,1.880498,6.558189,-0.131413,0.4917874,-3.181689,-0.7151815,0.6232159,0.1760486,1.783159,-0.825521,1.603486,0.8023221,-4.380516,-0.2890822,-1.501272,2.023876,2.438063,0.2910099,1.12674,2.849796,-3.4299,0.1568699,
62,10,149.7843,88,151,Blaster,Lightning,2.10573,0.3837723,-1.159965,0.2158543,1.021035,9.452057,1.880714,8.040612,4.738979,6.460553,-1.548679,3.9979,-0.3139277,4.806901,-1.121723,0.4303482,-0.270599,-0.4882994,-2.992693,-0.2674234,2.295886,-0.8062817,5.038341,0.9054741,0.7027875,0.3255552,-0.07201841,2.489228,1.729942,0.255876,-0.03749803,2.488282,0.7849066,3.433683,
63,10,144.9647,39,156,Acid,Lightning,0.8220311,0.3112049,1.198218,0.3317135,1.684977,10.05672,0.01341526,6.122426,-4.573802,2.049448,1.3032,6.063355,-1.025169,4.324193,2.600084,0.6570152,-0.04967739,-0.4669867,-0.9562389,-0.01952738,-0.6215986,-0.8961723,-0.3466212,0.7136841,-3.600045,-0.1973808,-0.3502164,2.392498,0.1710427,0.1888899,-0.6842878,2.28668,3.45062,4.846248,
64,10,163.9016,118,49,Lightning,Acid,0.71862,0.3056904,4.395811,0.524718,1.243667,9.656635,1.658547,7.79629,-2.686969,2.58192,2.727416,7.316915,0.9060028,5.735839,0.3568484,0.5222883,1.142775,-0.3427039,-2.051157,-0.1551319,1.446792,-0.8373038,-1.645397,0.6430555,-0.9480607,0.1307397,-2.190911,1.827126,3.031672,0.322549,-1.748106,1.962249,-3.251554,0.1863555,
65,10,155.5581,32,188,Balanced,Fire,0.5750514,0.2981261,3.924742,0.4952965,-1.872681,6.775742,2.496402,8.735209,0.2477043,3.812896,-1.553221,3.995177,-2.469111,3.48371,2.55483,0.6544613,2.570868,-0.1767652,-0.7227563,0.009655181,2.104521,-0.8136449,-1.086254,0.6744621,-1.309305,0.08612297,-2.064898,1.861753,-0.9102421,0.1508999,-2.89902,1.631734,2.64966,4.66995,
66,10,141.799,149,84,Laser,Player,1.374004,0.3415265,-0.1130794,0.2634197,2.596221,10.85196,5.472242,12.22882,-4.930192,1.968655,-2.957378,3.240943,1.524601,6.250647,0.9917739,0.5616702,0.4771396,-0.4139407,0.1712947,0.1208188,0.8363177,-0.8570401,-0.4584611,0.7079368,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
67,10,155.3599,164,150,Balanced,Fire,-1.523839,0.2008549,1.961758,0.3752966,0.511907,8.979259,0.5627691,6.652196,1.961473,4.752799,-2.107347,3.676855,2.989932,7.558062,-1.641179,0.3988415,1.533397,-0.2989128,0.1810925,0.1220254,0.8401232,-0.8569235,1.827493,0.811054,-1.396201,0.07533184,1.577025,3.122265,1.084977,0.2263993,0.7013496,2.718612,0.1373293,2.671392,
68,10,167.1572,93,175,Lightning,Ice,2.10573,0.3837723,0.1239233,0.2750761,1.021035,9.452057,1.880714,8.040612,4.738979,6.460553,-0.296634,4.819196,4.214023,8.700599,-1.121723,0.4303482,0.8781418,-0.3715604,-4.256538,-0.4070475,2.295886,-0.8062817,5.038341,0.9054741,2.302353,0.4913164,-0.07201841,2.489228,1.729942,0.255876,-0.03749803,2.488282,0.7849066,3.433683,
69,10,156.488,19,63,Blaster,Acid,-1.423898,0.2048953,0.7332767,0.3064687,-0.8348864,7.720123,2.804725,9.09108,-2.863837,2.523924,-0.7107683,4.532012,-1.042412,4.313052,1.119342,0.5695059,2.435316,-0.1931291,2.228553,0.3614642,1.714896,-0.8279654,-4.936755,0.441719,-2.037906,-0.004738244,0.4416491,2.675596,0.2148223,0.1905725,0.09268163,2.528962,0.4778095,3.086153,
70,10,148.0779,89,168,Laser,Lightning,1.374004,0.3415265,-0.1130794,0.2634197,0.3707659,8.847344,0.843013,6.934278,-0.8868653,3.276345,-2.957378,3.240943,1.524601,6.250647,0.9917739,0.5616702,0.4771396,-0.4139407,0.178175,0.1216661,0.8363177,-0.8570401,-0.4584611,0.7079368,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
71,10,165.5476,67,68,Laser,Balanced,-2.297425,0.1715963,-1.158267,0.2159261,1.794927,10.15506,3.171865,9.520088,-6.214101,1.7219,1.116844,5.908289,2.572924,7.176128,-0.162522,0.4898438,-1.247016,-0.5756131,0.1012933,0.1121874,0.2937797,-0.8728676,-2.894284,0.5686705,2.250113,0.4863467,2.439323,3.491271,3.016658,0.3217294,-0.5976226,2.31359,0.3390681,2.919821,
72,10,151.4701,10,88,Acid,Acid,0.5750514,0.2981261,-0.06881038,0.2655727,-1.399995,7.200741,2.496402,8.735209,-3.791319,2.247902,-1.721527,3.895588,-2.469111,3.48371,1.072378,0.5666251,2.570868,-0.1767652,-1.196253,-0.0494912,7.020002,-0.5609453,0.6822675,0.7632475,-1.309305,0.08612297,4.983665,4.693575,-0.9102421,0.1508999,1.12674,2.849796,2.41446,4.589617,
73,10,149.9085,43,20,Blaster,Fire,-1.262947,0.2115285,0.9887394,0.3202082,-2.811806,5.967372,-3.391475,3.586343,-1.988563,2.828524,2.753396,7.340677,-3.558235,2.969422,0.3075706,0.5192137,1.400011,-0.3140197,-1.713313,-0.1136707,0.3526149,-0.8712264,3.911201,0.8784465,-3.133036,-0.14069,-0.4566464,2.356279,-4.048929,0.07500509,-2.372583,1.779567,-0.2408508,2.200383,
74,10,154.4025,38,157,Ice,Fire,-2.466127,0.1656837,-3.787787,0.1248867,-0.9824036,7.583599,1.858215,8.015703,3.194106,5.498013,-1.553221,3.995177,0.275869,5.240729,-2.087221,0.3724302,0.6862758,-0.3920462,0.2220966,0.1270714,-1.470628,-0.9143275,-1.099676,0.6737249,1.726661,0.434826,-1.805891,1.934776,-0.5474761,0.1628916,-2.89902,1.631734,0.008945704,2.511182,
75,10,164.6255,66,107,Laser,Acid,0.1109064,0.2744276,2.113894,0.384255,0.07704056,8.572224,1.711672,7.854375,-0.3933184,3.50053,0.5667572,5.465386,2.766264,7.352455,-0.50174,0.4686823,-0.7040761,-0.5284625,2.350814,0.374676,3.019486,-0.7764554,-1.730007,0.6381857,-5.333416,-0.3941273,2.593856,3.559871,-0.4175712,0.1673686,0.6730055,2.70982,-3.82704,0.1065498,
76,10,151.1526,36,35,Blaster,Player,2.309736,0.3959029,-2.461213,0.1658536,2.038136,10.37046,-1.282579,5.00351,1.342012,4.397302,3.972487,8.474207,-2.223118,3.613796,1.541953,0.5951961,-0.7040761,-0.5284625,0.509853,0.162284,-0.8028689,-0.9003139,-0.5226414,0.7046083,-0.5641452,0.1775791,-4.367089,1.317074,4.501025,0.4073953,0.1700942,2.553146,-2.062464,0.5639953,
77,10,150.1176,159,130,Ice,Lightning,-0.772945,0.2326806,4.395811,0.524718,1.04074,9.470227,1.658547,7.79629,-2.686969,2.58192,-2.957378,3.240943,0.9060028,5.735839,0.3568484,0.5222883,1.142775,-0.3427039,-2.051157,-0.1551319,0.09876852,-0.8781801,-1.645397,0.6430555,-1.126275,0.1087834,0.8980862,2.849529,3.031672,0.322549,1.505996,2.965142,-3.251554,0.1863555,
78,10,168.6674,96,139,Blaster,Balanced,-0.3375039,0.2526788,6.625252,0.6584317,-1.182778,7.399156,-2.939949,3.849065,-1.103902,3.18236,3.096465,7.656519,2.766264,7.352455,0.8323334,0.5518339,-3.581607,-0.7387404,1.301018,0.2567513,0.4907633,-0.8673018,-0.1518608,0.723529,-2.632475,-0.07889508,0.07817772,2.542684,1.147058,0.2291291,-0.01498532,2.495317,1.103092,3.754195,
79,10,152.8233,97,129,Blaster,Acid,-1.090213,0.2188205,-3.787787,0.1248867,-2.046479,6.622209,2.563046,8.811734,1.788277,4.651847,3.058236,7.621152,-2.865751,3.284959,-0.6552184,0.4591402,-0.09146266,-0.4710608,3.226459,0.4647143,0.3557265,-0.8711391,3.003644,0.8520676,2.762386,0.5336955,-1.703415,1.96436,0.3978825,0.1977321,0.2839477,2.588696,-0.01383953,2.482701,
80,10,201.7469,1,48,Lightning,Fire,-2.143224,0.1771458,-1.493638,0.2020696,-1.974883,6.685262,0.8189508,6.909758,-3.425643,2.35122,-1.844279,3.824556,1.901793,6.576828,0.8769456,0.5545906,-0.3353805,-0.4944419,0.1977805,0.1240798,-1.813122,-0.920801,1.475246,0.797188,0.05438054,0.2512978,-0.2247056,2.435771,1.147058,0.2291291,0.02934318,2.50917,-2.50964,0.3759256,
81,10,164.0534,38,189,Lightning,Fire,0.1109064,0.2744276,0.5124454,0.2948615,0.07704056,8.572224,1.711672,7.854375,-0.3933184,3.50053,2.10995,6.760326,2.766264,7.352455,-0.50174,0.4686823,-0.7040761,-0.5284625,1.493602,0.2790949,0.3557265,-0.8711391,-2.02756,0.6208388,-5.333416,-0.3941273,2.593856,3.559871,-0.4175712,0.1673686,2.740726,3.324471,-3.82704,0.1065498,
82,10,166.1726,144,169,Lightning,Acid,-0.2529005,0.2566936,-2.166654,0.1762936,5.333443,12.87094,2.973577,9.287766,4.614342,6.383211,0.5667572,5.465386,-0.3632218,4.772,-1.111321,0.4309858,0.07291155,-0.4549194,1.791496,0.3130624,-0.7080943,-0.8981671,-1.086254,0.6744621,-1.958372,0.00520348,2.929548,3.711267,1.822412,0.2603025,2.364672,3.218165,-0.7092574,1.648815,
83,10,160.3545,4,95,Blaster,Balanced,0.9567764,0.3184713,3.4586,0.4662141,3.163656,11.32041,2.47716,8.713158,-0.8198771,3.305924,2.310485,6.939215,1.093994,5.889444,-2.475712,0.3500253,-3.392854,-0.7278345,1.973275,0.3334095,-2.196424,-0.9275134,2.21396,0.8254172,-1.262853,0.09188344,-2.932193,1.635099,1.262643,0.2342729,-0.520438,2.337592,-0.214697,2.232655,
84,10,150.9585,21,36,Blaster,Blaster,1.374004,0.3415265,1.076757,0.3250169,-0.9824036,7.583599,1.858215,8.015703,3.194106,5.498013,-1.668878,3.926468,1.524601,6.250647,0.6254573,0.5390116,0.6862758,-0.3920462,0.2220966,0.1270714,-0.7625531,-0.8994057,-1.79113,0.6346499,1.726661,0.434826,-1.805891,1.934776,-0.5474761,0.1628916,-2.89902,1.631734,0.008945704,2.511182,
85,10,184.7792,69,137,Lightning,Blaster,-0.2529005,0.2566936,-2.166654,0.1762936,5.333443,12.87094,2.973577,9.287766,4.614342,6.383211,0.5667572,5.465386,-0.423104,4.729888,-1.111321,0.4309858,0.07291155,-0.4549194,0.2123075,0.1258674,-0.7080943,-0.8981671,-1.086254,0.6744621,-1.958372,0.00520348,-0.4511353,2.358144,1.822412,0.2603025,2.740726,3.324471,-0.7092574,1.648815,
86,10,163.2151,161,47,Blaster,Fire,0.04213626,0.2710176,0.6708564,0.303162,1.193614,9.610784,0.3503007,6.443574,-2.686969,2.58192,0.3604338,5.30533,-1.480267,4.039136,-0.8539559,0.4468295,-3.209028,-0.7168469,-0.9779916,-0.02224528,-0.0602558,-0.8823696,-0.7055013,0.6950052,2.302353,0.4913164,1.844271,3.234028,3.070209,0.3246578,1.983507,3.107449,2.026085,4.417544,
87,10,159.4965,41,166,Ice,Acid,0.5750514,0.2981261,-0.06881038,0.2655727,-1.399995,7.200741,2.496402,8.735209,-6.122032,1.737469,-1.721527,3.895588,-2.469111,3.48371,1.072378,0.5666251,2.570868,-0.1767652,-1.196253,-0.0494912,3.019486,-0.7764554,0.6822675,0.7632475,-1.309305,0.08612297,2.003641,3.301813,-0.9102421,0.1508999,1.12674,2.849796,2.41446,4.589617,
88,10,192.9198,105,53,Lightning,Lightning,-0.2529005,0.2566936,-2.166654,0.1762936,5.333443,12.87094,2.973577,9.287766,4.614342,6.383211,0.5667572,5.465386,-0.3632218,4.772,0.9917739,0.5616702,0.07291155,-0.4549194,1.153912,0.2394956,-0.7080943,-0.8981671,-1.086254,0.6744621,-1.958372,0.00520348,2.929548,3.711267,1.822412,0.2603025,2.740726,3.324471,1.103092,3.754195,
89,10,156.5003,165,18,Balanced,Fire,0.1109064,0.2744276,1.33077,0.3391,0.5839174,9.046453,-0.5943519,5.574195,1.645512,4.569511,-3.449808,3.016263,-0.3525719,4.779522,1.803397,0.6108412,0.6351352,-0.3974426,4.547529,0.5839536,1.548965,-0.8337941,-0.3060239,0.7157535,1.063178,0.3652209,-2.992694,1.62029,0.3437961,0.1955959,-0.910005,2.216844,2.41446,4.589617,
90,10,167.9237,121,148,Lightning,Fire,0.7100927,0.3052382,3.236196,0.4524068,3.163656,11.32041,0.1378529,6.239649,-1.074029,3.195129,-3.493554,2.997252,2.728297,7.31772,1.33045,0.5823949,0.3626473,-0.4257294,-0.8219545,-0.002744335,1.074637,-0.8495838,1.79033,0.8096261,-1.557894,0.05520712,-1.719107,1.959804,1.568726,0.2482778,1.152158,2.857581,-1.627598,0.8207986,
91,10,162.7536,127,96,Lightning,Balanced,-2.071393,0.1797786,1.471838,0.347048,4.3415,12.21265,1.565746,7.695353,3.385919,5.616951,-2.705483,3.36365,2.766264,7.352455,0.2494662,0.5155866,-0.4972323,-0.5095739,-2.288638,-0.1839613,0.307714,-0.8724806,-3.727647,0.5170155,-1.926769,0.009153604,-0.5846856,2.313283,-1.423379,0.1351881,0.7644764,2.738174,0.7705778,3.418229,
92,10,155.7057,143,4,Laser,Acid,-1.203185,0.214031,-1.552351,0.1997132,-0.1898867,8.322015,0.7811228,6.871322,-2.178272,2.758722,1.627117,6.338443,-3.323797,3.071878,1.803397,0.6108412,-0.3797444,-0.4986202,4.672768,0.5941758,-1.470628,-0.9143275,-1.220163,0.6670693,-1.66233,0.04218364,-3.838452,1.426372,-5.310797,0.0558456,-3.98452,1.348515,-2.116931,0.5373105,
93,10,154.651,75,180,Lightning,Acid,1.374004,0.3415265,-1.932159,0.1849687,1.519974,9.908073,-2.059249,4.424308,-0.8868653,3.276345,-2.957378,3.240943,-3.379264,3.047241,0.9917739,0.5616702,0.4771396,-0.4139407,0.1712947,0.1208188,0.8363177,-0.8570401,-0.4584611,0.7079368,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
94,10,149.3735,88,57,Blaster,Lightning,0.5750514,0.2981261,-0.06881038,0.2655727,-1.399995,7.200741,2.496402,8.735209,-3.791319,2.247902,-1.721527,3.895588,-2.469111,3.48371,1.072378,0.5666251,2.570868,-0.1767652,-1.196253,-0.0494912,3.019486,-0.7764554,0.6822675,0.7632475,-1.309305,0.08612297,4.983665,4.693575,-0.9102421,0.1508999,1.12674,2.849796,2.41446,4.589617,
95,10,159.1528,179,70,Ice,Blaster,2.689825,0.4188384,-2.516618,0.1639462,-6.400421,3.519504,1.875862,8.035237,-1.212975,3.136196,2.10995,6.760326,-0.5774695,4.622791,0.9711744,0.560402,3.057124,-0.1173168,1.493602,0.2790949,1.564347,-0.8332605,4.537931,0.8942098,1.837858,0.4460292,1.789621,3.210978,1.625738,0.2509475,-0.01498532,2.495317,2.166453,4.485981,
96,10,152.8017,177,14,Lightning,Ice,0.1109064,0.2744276,3.706056,0.4816368,1.45792,9.851868,1.92029,8.084515,2.671792,5.177414,-1.005906,4.336669,0.7540001,5.613564,0.3982983,0.5248731,2.097368,-0.233444,-3.400705,-0.3141004,1.761283,-0.8263073,-0.4133008,0.7102657,-1.071505,0.1155435,-4.370863,1.316326,-3.279001,0.08950041,1.36065,2.92115,-1.433257,0.9629586,
97,10,148.2003,123,160,Player,Acid,1.374004,0.3415265,-0.7193279,0.2350824,3.163656,11.32041,1.858215,8.015703,2.639101,5.157549,-1.553221,3.995177,1.524601,6.250647,-0.06376886,0.4960145,0.6862758,-0.3920462,0.2220966,0.1270714,-0.7625531,-0.8994057,-1.79113,0.6346499,1.726661,0.434826,-1.805891,1.934776,-0.5474761,0.1628916,-2.89902,1.631734,0.008945704,2.511182,
98,10,185.2015,6,112,Lightning,Ice,0.1109064,0.2744276,3.706056,0.4816368,1.45792,9.851868,1.92029,8.084515,2.671792,5.177414,-1.005906,4.336669,0.7540001,5.613564,0.3982983,0.5248731,2.097368,-0.233444,5.854503,0.6814482,-0.0602558,-0.8823696,-0.4133008,0.7102657,-1.071505,0.1155435,2.929548,3.711267,-3.279001,0.08950041,1.36065,2.92115,-1.433257,0.9629586,
99,10,161.2721,139,170,Blaster,Lightning,1.374004,0.3415265,6.625252,0.6584317,-1.399995,7.200741,-2.059249,4.424308,-0.8868653,3.276345,-2.957378,3.240943,-3.379264,3.047241,0.9917739,0.5616702,0.4771396,-0.4139407,0.1712947,0.1208188,0.8363177,-0.8570401,-1.665806,0.6418835,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
100,10,148.5602,94,35,Blaster,Blaster,2.309736,0.3959029,-2.461213,0.1658536,2.038136,10.37046,-1.282579,5.00351,1.342012,4.397302,3.972487,8.474207,-2.223118,3.613796,1.541953,0.5951961,-0.7040761,-0.5284625,0.509853,0.162284,-0.8028689,-0.9003139,0.5231076,0.7559822,-0.5641452,0.1775791,-4.367089,1.317074,4.501025,0.4073953,0.1700942,2.553146,-2.062464,0.5639953,
101,10,164.0753,123,32,Balanced,Acid,1.374004,0.3415265,-0.1130794,0.2634197,2.596221,10.85196,5.472242,12.22882,-0.8868653,3.276345,-2.957378,3.240943,1.524601,6.250647,0.9917739,0.5616702,0.4771396,-0.4139407,0.1712947,0.1208188,0.8363177,-0.8570401,-0.4584611,0.7079368,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
102,10,184.052,186,172,Balanced,Acid,-2.777534,0.1552002,2.113894,0.384255,0.07704056,8.572224,1.711672,7.854375,-0.3933184,3.50053,0.5667572,5.465386,2.766264,7.352455,-0.50174,0.4686823,3.057124,-0.1173168,1.493602,0.2790949,-3.867033,-0.9510496,-2.02756,0.6208388,-1.309305,0.08612297,2.593856,3.559871,-0.4175712,0.1673686,0.6730055,2.70982,-3.82704,0.1065498,
103,10,145.9793,77,48,Balanced,Fire,-2.143224,0.1771458,-1.493638,0.2020696,-1.974883,6.685262,1.489233,7.612648,-3.425643,2.35122,-1.844279,3.824556,1.901793,6.576828,0.8769456,0.5545906,-0.3353805,-0.4944419,0.1977805,0.1240798,-1.813122,-0.920801,1.475246,0.797188,0.05438054,0.2512978,-0.2247056,2.435771,1.147058,0.2291291,0.02934318,2.50917,-2.50964,0.3759256,
104,10,180.2837,74,106,Lightning,Balanced,-0.3361546,0.2527425,1.33077,0.3391,0.5839174,9.046453,-0.5943519,5.574195,1.645512,4.569511,-2.358882,3.541348,-0.3525719,4.779522,1.803397,0.6108412,0.6351352,-0.3974426,4.547529,0.5839536,1.548965,-0.8337941,-0.3060239,0.7157535,1.063178,0.3652209,-3.200224,1.57046,0.3437961,0.1955959,1.275641,2.895293,2.41446,4.589617,
105,10,186.6019,101,39,Lightning,Blaster,2.10573,0.3837723,-1.159965,0.2158543,1.021035,9.452057,1.880714,8.040612,4.738979,6.460553,-1.548679,3.9979,-4.762611,2.508895,-1.121723,0.4303482,0.4394898,-0.4178329,-2.992693,-0.2674234,2.295886,-0.8062817,5.038341,0.9054741,1.019461,0.3604757,-0.07201841,2.489228,0.1710427,0.1888899,-0.03749803,2.488282,0.7849066,3.433683,
106,10,165.616,161,51,Blaster,Fire,0.8220311,0.3112049,1.198218,0.3317135,1.684977,10.05672,0.01341526,6.122426,-1.886512,2.866953,1.3032,6.063355,-1.025169,4.324193,2.600084,0.6570152,-0.04967739,-0.4669867,2.228553,0.3614642,-0.6215986,-0.8961723,-0.3466212,0.7136841,-3.600045,-0.1973808,-0.3502164,2.392498,-0.7294798,0.1567819,2.740726,3.324471,3.45062,4.846248,
107,10,148.1132,44,62,Laser,Acid,1.374004,0.3415265,-0.1130794,0.2634197,2.596221,10.85196,5.472242,12.22882,-0.8868653,3.276345,-2.957378,3.240943,1.524601,6.250647,0.9917739,0.5616702,0.4771396,-0.4139407,0.178175,0.1216661,0.8363177,-0.8570401,-0.4584611,0.7079368,-2.033462,-0.004182711,-2.190911,1.827126,1.001183,0.2227513,0.02934318,2.50917,-2.10131,0.5448481,
108,10,158.4355,114,77,Ice,Laser,-1.523839,0.2008549,1.961758,0.3752966,0.511907,8.979259,0.5627691,6.652196,1.961473,4.752799,-2.107347,3.676855,2.766264,7.352455,-1.641179,0.3988415,0.8781418,-0.3715604,2.350814,0.374676,2.125597,-0.8128446,1.827493,0.811054,-1.396201,0.07533184,1.577025,3.122265,1.084977,0.2263993,0.7013496,2.718612,0.1373293,2.671392,
109,10,188.2228,152,195,Acid,Lightning,-2.237708,0.1737289,0.5124454,0.2948615,0.07704056,8.572224,1.711672,7.854375,-0.3933184,3.50053,0.5667572,5.465386,1.151893,5.937267,-0.50174,0.4686823,-0.7040761,-0.5284625,1.493602,0.2790949,-3.867033,-0.9510496,-2.02756,0.6208388,-5.333416,-0.3941273,2.593856,3.559871,-0.4175712,0.1673686,1.888079,3.079309,-3.82704,0.1065498,
110,10,170.9435,99,148,Balanced,Fire,0.7100927,0.3052382,3.236196,0.4524068,3.163656,11.32041,0.1378529,6.239649,-2.863837,2.523924,-3.493554,2.997252,2.728297,7.31772,1.33045,0.5823949,1.316063,-0.323447,-0.8219545,-0.002744335,0.5799256,-0.8647153,1.79033,0.8096261,-1.557894,0.05520712,-1.719107,1.959804,2.595637,0.2992041,1.152158,2.857581,-1.627598,0.8207986,
111,10,160.9709,62,124,Blaster,Acid,0.04213626,0.2710176,2.541143,0.4098189,0.07704056,8.572224,1.711672,7.854375,-0.3933184,3.50053,0.5667572,5.465386,2.766264,7.352455,-0.50174,0.4686823,3.057124,-0.1173168,1.493602,0.2790949,-3.867033,-0.9510496,-2.02756,0.6208388,-5.333416,-0.3941273,2.593856,3.559871,-0.4175712,0.1673686,1.983507,3.107449,-3.82704,0.1065498,
112,10,163.4629,8,154,Ice,Blaster,-0.5800444,0.2414015,0.7160917,0.3055563,0.3124593,8.792782,0.6267453,6.715909,-0.89815,3.271389,-2.358882,3.541348,0.7301174,5.594512,0.0807678,0.5050478,-2.520854,-0.6723977,-1.592095,-0.09868966,2.714203,-0.7894227,2.323745,0.8293371,-0.1493206,0.2272947,1.500374,3.090659,-1.906741,0.1216727,-2.48532,1.747395,-1.938182,0.6292386,
113,10,144.4158,136,140,Acid,Acid,1.374004,0.3415265,1.076757,0.3250169,-0.9824036,7.583599,1.858215,8.015703,3.194106,5.498013,-1.553221,3.995177,1.524601,6.250647,-0.06376886,0.4960145,-3.312631,-0.7230842,0.2220966,0.1270714,-0.7625531,-0.8994057,-1.79113,0.6346499,1.726661,0.434826,-1.805891,1.934776,-0.5474761,0.1628916,-2.89902,1.631734,0.008945704,2.511182,
114,10,179.632,101,57,Lightning,Acid,0.5750514,0.2981261,-0.06881038,0.2655727,-1.399995,7.200741,2.496402,8.735209,-3.791319,2.247902,-1.721527,3.895588,-2.469111,3.48371,1.072378,0.5666251,2.570868,-0.1767652,-1.196253,-0.0494912,3.019486,-0.7764554,0.6822675,0.7632475,-1.309305,0.08612297,4.983665,4.693575,-0.4175712,0.1673686,1.12674,2.849796,2.41446,4.589617,
115,10,174.5403,126,156,Acid,Blaster,0.8220311,0.3112049,1.198218,0.3317135,1.684977,10.05672,0.01341526,6.122426,-4.573802,2.049448,1.3032,6.063355,-1.025169,4.324193,2.600084,0.6570152,-0.04967739,-0.4669867,-0.9562389,-0.01952738,-0.6215986,-0.8961723,-0.3466212,0.7136841,-3.600045,-0.1973808,-0.3502164,2.392498,-0.7294798,0.1567819,-0.6842878,2.28668,3.45062,4.846248,
116,10,160.9176,59,53,Player,Player,-0.2529005,0.2566936,-2.166654,0.1762936,5.333443,12.87094,2.973577,9.287766,4.614342,6.383211,0.5667572,5.465386,-0.3632218,4.772,-3.885487,0.2746072,0.07291155,-0.4549194,1.153912,0.2394956,-0.7080943,-0.8981671,-1.086254,0.6744621,-1.958372,0.00520348,2.929548,3.711267,1.822412,0.2603025,2.740726,3.324471,1.103092,3.754195,
